Rating,Comment
5,This is the outlet of frozen bottle I visit the most and enjoy the most . IÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâve tried almost all shakes . And icecreams too. CouldnÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåât try the scoops but got to try their new addition waffles. Waffles are perfectly crispy and sweet. Decent amount of chocolate sauce and toppings too . The benches are quite attractive here .My ratingService - 5Food-5Ambience- 5
4,Best place for milkshakes then Keventers.. Price is pocket friendly and we do get icecreams don't forget to try caramel icecream ?? one amazing thing ?
4,Sweets and snacks are good and are of good quality. They do sell good samosas. It's located exactly in KIMS junction near BDA and Devegowda petrol bunk
5,"Simple sweet shop. Just at the signal junction. Price is cheap compared to Anand sweets. Many times, i have purchased cham cham and jahangeer sweets, it was good."
1,They don't home deliver. Please update the details its misleading. Even they are not courteous to listen to the query. Please take them off from Zomato.
4.5,A very old place near Kim's college. Sweets are fresh and delicious.Rasgullas are pretty good and the flavours are proper not too salty or tangy.
3.5,Quite decent sweets and chats. Reasonable prices. A South Indian sweet shop. Location is okay. Cleanliness is acceptable by everyone. Check for past day's sweets.
3,Situated opposite to KIMS at Banashankari 2nd stage this is a decent sweet shop which provides reasonably good sweets and mixtures.. Bengali sweets are average though.. Prices are reasonable..
4,Tandoori chicken was really good yesterday. Special chicken dry was not that great but they can improve the same. You need to ask them to make it spicy which may be good to taste. Special chicken dry is basically chicken coated with egg and fried. They need to maintain the same quantity of even increase for same prices.
4,Good Location. Small restaurant.Nice tasty snacks. Had many items here. Snacks are very good. Tea n coffee to all juices available.Yesterday had Sharjah the same taste of kerala.Very good experience
5,"You get the best desserts in town here! From variety to flavour,they have something new to offer every time. I am a fan of their chocolate and red velvet cakes."
5,"If you are a cake fan then,'The Big O Bakes' is just the perfect place for you! They have the most fantastic and delicious chocolate cakes and you are just spoilt for choice every single time."
5,The best red velvet cupcakes in town....Be it the cake or the cupcakes they are worth dying for. I have also tried the seasonal flavours they are just amazing!! Always a favourite..Recommend ????
1,"Pathetic .don't even consider of ordering your cupcakes from here as they will not be available ,idk what they up to. Doesn't pick calls at time. Tells to order after a week and fails to pick. This is not how you treat the costumers!!"
5,"They bake and serve the best customised cakes ever. You name it and you get it, with a wide range of lip-smacking special flavours. You will relish every bite that melts in your mouth.  You get what you expect and its totally worth every rupee you pay. the best part of these bakers are that they never say NO! its always a positive reply and bake in any size from a needle to the aeroplane. Each cake is perfectly shaped and moulded. Suitable for any and every occasion if you haven't placed your order yet its time to place it soon :)"
5,They are masters in Cake.I got my PINK FLOYD cake from this bakery shop and it is the best cake i ever had and it was a master piece the way it was done.Highly recommended place.
5,"There's a difference between cake and CAKE and that's the bench mark TBOB has set. Absolutely love the dark chocolate salted caramel cake & the seasonal strawberry cream cake which i ordered recently.Bakes: 5/5Quantity: 5/5Service: 5/5Good job, Lakhan!"
5,"So it's Valentine's Day and you're still waiting for somebody to pamper you!This was me until I ordered the cake in a jar! So stop waiting and get ordering! Now!The jars look so good and delicious that I did not feel like opening them and finishing it!It's the perfect flavours as it comes in strawberry, red velvet and my all time favourite chocolate!The big o bakes is definitely the next place I order cakes from!Yummy in your tummy guaranteed!"
1,"Disappointing.When I call to order, they say it's closed for a few days.After a few days, when I order on zomato, they refuse to accept my order."
5,"One of the best place in BSK to get all your desserts & celebration cakes. Cakes are crafted to perfection, love their vintage & chic cakes. And coming down to desserts, I vouch for their banoffee pie, red velvet cake, Nutella cupcakes, #BestEver ? and more over this is run by an independent owner who's just 20yrs old and absolutely killing it. Good job Lakhan."
5,"So I've ordered from Lakhan about 2 times now and have had the most wonderful experience! His cakes are just so amazing ! They are always better than what you'd expect ! The red velvet cupcakes are to die for ! And he customises the cakes/ cupcakes to near perfection ! Would definitely recommend ordering from here the next time you need to celebrate a special occasion ! Tried the shooter cupcakes with baileys and jack Daniels and man were they amazing! Even if you don't have any idea about what flavours go together ,don't worry ,he'll guide you thought it :) also the price is very reasonable and if you request ,he's kind enough to deliver it to you as well !Nitheesha Daka"
5,"The big o bakes is one of the best places to get well made, exquisite and luxurious cupcakes. Their cupcakes are a must try and I strongly suggest people to try their cupcakes and custom cakes"
5,"Well, TBOB is one the best place to have cupcakes and customised cakes. I regularly order from TBOB. Their cakes are very neatly done in terms of fondant detailing. Their cupcakes are just mind blowing. Especially red velvet with cream cheese and chocolate cupcake with Nutella filling. Customised cakes are brilliantly done. Designs in TBOB are very unique. It is one of the best place in banglore for dessert lover's. Highly recommended. Thumps upValue for money : 5/5Taste : 5/5Design : 5/5Presentation :5/5"
